u,v,diff_hour_00_jul,diff_hour_01_jul,diff_hour_02_jul,diff_hour_03_jul,diff_hour_04_jul,diff_hour_05_jul,diff_hour_06_jul,diff_hour_07_jul,diff_hour_08_jul,diff_hour_09_jul,diff_hour_10_jul,diff_hour_11_jul,diff_hour_12_jul,diff_hour_13_jul,diff_hour_14_jul,diff_hour_15_jul,diff_hour_16_jul,diff_hour_17_jul,diff_hour_18_jul,diff_hour_19_jul,diff_hour_20_jul,diff_hour_21_jul,diff_hour_22_jul,diff_hour_23_jul
794436,735703,250.4413198490964,251.07518079432725,251.3754219961202,251.4618701738258,251.2962622883738,250.0244197102012,245.23620229900015,241.33162246405576,241.92961006059411,242.20138863891094,240.34461292626597,238.2809550392826,237.25037292802838,236.56696718289058,235.1611202745367,233.10287018318223,234.75495460425205,237.3939525870219,239.3798978343265,241.44429896471928,243.4922299125659,245.54250256274537,247.45939872633076,249.25256799934658
794436,1394577,149.80013287749568,149.90821055018483,149.95940375049054,149.9741437623574,149.94590647313285,149.72904852201586,148.91262435512905,148.24686650308783,148.34882752185246,148.39516764810924,148.07857455424812,147.72670661960117,147.55098524579284,147.434459842244,147.1947532265339,146.84380735842277,147.12549917215355,147.57546657013737,147.91408396253493,148.2660786253208,148.61526500813335,148.96485066738055,149.29169471370616,149.59744246993466
794436,1613461,55.40354306308091,56.08706131738514,56.41082371931853,56.5040443349089,56.32546255981321,54.9539825446409,49.79065132703241,45.58018274925826,46.225017300364144,46.51808728804221,44.515849883623204,42.29052294558581,41.17920398690616,40.44225954284053,38.92627716240362,36.70678167218729,38.488292061728,41.33403182194985,43.47555803332904,45.70168644121802,47.910054375762286,50.12094746397426,52.18801521641195,54.12166318823546
794436,1337200,115.6201507292169,116.62205996522695,117.09663476806094,117.23327866185365,116.97151135904247,114.96117954193092,107.3927068597099,101.22095163673328,102.16615783771326,102.59574333247214,99.66083978667847,96.39892893305955,94.76994430559324,93.68972232134318,91.46757720813866,88.21421416051386,90.82557340672098,94.99689279884103,98.13596754458061,101.39905320229823,104.63610534566867,107.87685888950074,110.90679153516795,113.7411558699349
794436,492484,84.88157667822722,85.28467718717587,85.47561398831607,85.53059024879244,85.42527279168473,84.61645124427541,81.57140975696784,79.08831290340873,79.46859994636861,79.64143609294798,78.46062941854703,77.14825712175575,76.4928638897139,76.05825562782904,75.16421473680215,73.85528149898227,74.90591583127551,76.5841726129448,77.84712396837354,79.15996892687218,80.46233976006495,81.76619978644636,82.98523974301219,84.1255962392158
1394577,1492778,78.46811344268504,78.9121082061647,79.12241540742059,79.18296896968441,79.06696713287012,78.1760912255787,74.82213248593558,72.08712725592845,72.50599414382629,72.69636439223255,71.39576573637063,69.95025422106428,69.22837182055443,68.74967286543487,67.76493217386903,66.32320860757466,67.48042903154982,69.32894374759135,70.7200206028462,72.1660527310476,73.6005481415208,75.03668382275251,76.37939449954965,77.63543933594782
1394577,1337200,19.305491596213425,19.375596032552323,19.40880243275062,19.418363521529116,19.400047442032125,19.259382825091375,18.729810392516143,18.297967461462385,18.364104338498887,18.39416279877356,18.188805116269045,17.96056645595752,17.84658502429807,17.771000978752873,17.615515606400372,17.38787504330126,17.57059405761313,17.862464802251267,18.082108516238875,18.310429378586463,18.536928653924335,18.763686919381975,18.975693868349943,19.174016737254917
1492778,1757353,170.26784768769363,170.49568710579504,170.60360790643952,170.63468144496963,170.5751541866044,170.11799418154698,168.39688377567748,166.99339424975275,167.20833910012138,167.30602909601407,166.6386166278744,165.89684098186194,165.52640132896872,165.28075318094685,164.77542572080122,164.0355938907291,164.62943068724266,165.57801060731663,166.29185267777635,167.03389548040602,167.7700181252541,168.50698248799142,169.19600507213732,169.8405543960785
1492778,1337200,71.46798056518934,71.80389765597988,71.96301165693005,72.00882520732702,71.92106065973726,71.24704270356284,68.70950813080653,66.6402607528406,66.95716662197384,67.10119674412331,66.11719118212253,65.02354760146312,64.47738657476158,64.11521302319086,63.37017894733512,62.279401249151874,63.15492985939625,64.55347717745398,65.60593664031128,66.69997410572681,67.78528313338745,68.87183315537197,69.88769978584348,70.83799686601316
1492778,344649,68.9624889689759,69.22830162342756,69.35420922417943,69.3904616857979,69.32101321770514,68.78765987847146,66.77969773829038,65.14229329137821,65.39306228347495,65.50703394534975,64.72838606585347,63.86298114550559,63.43080155046351,63.144212044437985,62.554663340934745,61.691526205850614,62.384335801783116,63.49101237520272,64.3238281240724,65.18954472714034,66.04835447946311,66.90814623598999,67.71200591749354,68.46398012875824
1492778,892553,63.32196638485372,63.602384130209295,63.73520973100248,63.77345408611648,63.7001897681285,63.13753130036551,61.01924157006459,59.29186984584955,59.556417353995556,59.676651195094244,58.855220465076194,57.942265823830084,57.48634009719228,57.18400391501151,56.562062425601496,55.65150017320505,56.38237623045252,57.54985920900507,58.42843406495551,59.34171751434586,60.247714615697355,61.15474767752791,62.00277547339978,62.79606694901968
1613461,1405705,71.8624889689759,72.12830162342755,72.25420922417942,72.2904616857979,72.22101321770513,71.68765987847145,69.67969773829037,68.0422932913782,68.29306228347494,68.40703394534974,67.62838606585346,66.76298114550559,66.3308015504635,66.04421204443798,65.45466334093473,64.5915262058506,65.2843358017831,66.3910123752027,67.2238281240724,68.08954472714034,68.9483544794631,69.80814623598998,70.61200591749353,71.36398012875823
1613461,735703,133.76235609148017,133.92009107324267,133.99480547368884,134.01631792344048,133.97510674457223,133.65861135645557,132.46707338316128,131.49542678829033,131.64423476162244,131.71186629724048,131.24981151160532,130.73627452590438,130.4798163046706,130.30975220219392,129.9599101144008,129.4477188474278,129.8588366296295,130.5155458050653,131.00974416153744,131.5234661018195,132.03308947132973,132.5432955686094,133.02031120378734,133.46653765882354
1405705,1499351,79.68928256256457,79.76522903526504,79.80120263547985,79.81156048165656,79.79171806220148,79.639331393849,79.06562792522584,78.59779808325094,78.66944636670715,78.70200969867138,78.47953887595816,78.23228032728733,78.10880044298959,78.0269177269823,77.85847524026708,77.61186463024305,77.80981022908091,78.12600353577223,78.36395089259213,78.6112984934687,78.85667270841805,79.10232749599716,79.33200169071246,79.54685146535951
1499351,1499032,54.58210818821,55.41751938791518,55.813228990278205,55.927165298221986,55.70889868421615,54.03264533233888,47.721907177484056,42.5757789157601,43.363910033778396,43.72210668538492,41.27492763553947,38.55508360016044,37.19680487288531,36.296094996805095,34.44322764293776,31.730510932673354,33.90791251988978,37.38603889349426,40.003459818513264,42.72428342815536,45.423399792598346,48.12560245596854,50.65201859783683,53.01536611895445
1499351,1543821,65.16248896897591,65.42830162342756,65.55420922417943,65.5904616857979,65.52101321770515,64.98765987847146,62.97969773829038,61.34229329137822,61.59306228347495,61.70703394534975,60.92838606585347,60.062981145505596,59.63080155046351,59.34421204443799,58.75466334093475,57.89152620585062,58.58433580178312,59.691012375202725,60.52382812407241,61.38954472714035,62.24835447946312,63.10814623598999,63.91200591749354,64.66398012875824
1499351,1512898,63.72745798106713,64.07798016276162,64.2440121637531,64.29181760764558,64.20023721016062,63.496914125456875,60.849051962580724,58.68983730731193,59.020521692494434,59.1708139938678,58.14402558134523,57.0028322797876,56.43292512149034,56.05500489376438,55.277578032001855,54.1393752165063,55.052970288065644,56.51232401125633,57.61054258119438,58.752146892932316,59.884643269621684,61.01843459690988,62.07846934174972,63.07008368627459
1499032,1512898,1.2984500993545764,2.2360969353873092,2.680232538039516,2.8081121004519414,2.563134537179659,0.681745285597132,-6.401286000096576,-12.177185202940594,-11.292604472577398,-10.890572566403641,-13.637231569901507,-16.68992365156819,-18.214425300013346,-19.225361909180304,-21.304978764395038,-24.34967129584565,-21.905804479424415,-18.00203326988932,-15.064298595305049,-12.010507061406052,-8.981079253761997,-5.948187453266087,-3.112594510819511,-0.4600261392154663
1499032,1543821,21.947741587779714,23.408250678173378,24.10005068230454,24.299240031856606,23.917655042335916,20.98714218940363,9.954383177419665,0.9576554471330319,2.3355070520601267,2.961724974449158,-1.3165600777282052,-6.071532167551695,-8.446145327123588,-10.020812942648448,-13.2600915333256,-18.002603264557088,-14.195957133059828,-8.115316619765295,-3.5394059116901104,1.2172787205513202,5.93601362342368,10.660144153791142,15.076955590623815,19.208682026144132
1512898,1514307,91.16510188958692,91.35788908951889,91.4492066900642,91.47549968420508,91.42513046558834,91.03830276900128,89.5819785794194,88.39441051902156,88.57628693087194,88.6589476966273,88.09421406973988,87.46655775388318,87.1531088168197,86.9452526915704,86.51766791760102,85.89165636907846,86.3941336584361,87.19677820619098,87.80079841965691,88.42868079111278,89.05155379829193,89.67513902830044,90.25815813796234,90.80354602745103
735703,1363127,151.75699737276247,151.9527055908752,152.0454067914288,152.07209816426877,152.020965775673,151.62827705338006,150.14988734577423,148.9443258299158,149.12895794497604,149.21287114657616,148.6395809495844,148.00241468954806,147.68421652616541,147.4732110656851,147.03914773453434,146.40365116254932,146.91374174416995,147.72854757295144,148.3417196078335,148.97911534855385,149.61142582553876,150.244459316608,150.83631204914357,151.3899633915033
735703,492484,93.35425157465578,93.51490757459908,93.59100557505352,93.61291640350424,93.57094205465697,93.2485856408344,92.03498214951617,91.04534209918465,91.19690577572662,91.26578974718942,90.79517839144991,90.27213146156933,90.01092401401641,89.83771057630868,89.48138993133419,88.95971364089873,89.37844471536343,90.04731517182583,90.5506653497141,91.07390065926066,91.59296149857661,92.11261585691703,92.59846511496863,93.05295502287586
1363127,1451397,134.50106301996558,135.36568440147866,135.7752300039243,135.8931500988591,135.66725178506286,133.93238817612695,127.40099484103244,122.07493202470276,122.8906201748196,123.26134118487391,120.7285964339849,117.9136529568094,116.50788196634284,115.57567873795213,113.65802581227125,110.85045886738222,113.10399337722859,116.70373256109895,119.41267170027946,122.2286290025664,125.02212006506683,127.81880533904436,130.4335577096493,132.87953975947732
1363127,487219,53.49229411566266,53.81944815191084,53.97441135283622,54.01902976713588,53.93355472948325,53.277119850426416,50.80578183174201,48.7905148201578,49.099153579661476,49.23942639427662,48.281090542588885,47.215976794468425,46.68406344672432,46.331337900846755,45.60573949653507,44.543416868739214,45.3961056021946,46.75816907717258,47.78317307578142,48.8486704334035,49.90566705164691,50.963872290449224,51.95323805229974,52.87874477385629
487219,1451397,50.23334820976764,50.97820784586841,51.331025847975305,51.43261241624686,51.238004071591305,49.74344251659584,44.11673542048402,39.52840427803784,40.231108596550655,40.55047973696906,38.3685543603586,35.94351859454862,34.73246588316696,33.929385399249284,32.27735331800393,29.858672335075877,31.800061862139476,34.901188523919686,37.23490298503803,39.66081214748117,42.06736694794607,44.47667351843347,46.729247351218135,48.836427833333495
487219,46132,7.000265754991397,7.21642110036966,7.318807500981072,7.348287524714777,7.291812946265716,6.858097044031737,5.22524871025811,3.8937330061756885,4.097655043704898,4.190335296218475,3.5571491084962252,2.8534132392023492,2.501970491585708,2.26891968448803,1.7895064530678102,1.0876147168455512,1.650998344307145,2.5509331402747364,3.2281679250698634,3.932157250641595,4.630530016266704,5.329701334761088,5.983389427412324,6.594884939869331
46132,347040,29.85739600524958,30.377337241429725,30.623618042900418,30.69452945134095,30.558685195071586,29.515422619427692,25.5877604111614,22.38492533917936,22.875440510533405,23.098374090903903,21.575304612328758,19.882534548351597,19.037172263544,18.476590592417153,17.323407414136085,15.635073237817679,16.990239260630702,19.154947283363555,20.783971495438323,22.47735122451627,24.15722084993883,25.839011318749648,27.411396190262078,28.882290801307313
46132,33684,3.800265754991397,4.0164211003696595,4.118807500981072,4.148287524714777,4.091812946265716,3.658097044031737,2.0252487102581096,0.6937330061756883,0.8976550437048978,0.9903352962184746,0.35714910849622505,-0.34658676079765094,-0.698029508414292,-0.93108031551197,-1.41049354693219,-2.112385283154449,-1.5490016556928552,-0.6490668597252638,0.02816792506986321,0.732157250641595,1.430530016266704,2.1297013347610885,2.783389427412324,3.394884939869331
347040,15122,22.86248896897591,23.128301623427557,23.254209224179426,23.290461685797904,23.22101321770514,22.68765987847146,20.67969773829038,19.042293291378215,19.293062283474946,19.40703394534975,18.62838606585347,17.76298114550559,17.33080155046351,17.044212044437984,16.454663340934744,15.591526205850611,16.28433580178311,17.391012375202717,18.2238281240724,19.089544727140343,19.948354479463113,20.808146235989987,21.612005917493537,22.363980128758232
347040,190652,23.05699737276248,23.252705590875234,23.34540679142881,23.372098164268788,23.320965775673013,22.92827705338009,21.449887345774236,20.244325829915827,20.42895794497606,20.512871146576188,19.93958094958442,19.302414689548073,18.98421652616544,18.77321106568511,18.33914773453437,17.703651162549352,18.213741744169983,19.028547572951453,19.641719607833526,20.27911534855388,20.911425825538775,21.544459316608013,22.13631204914359,22.689963391503316
1337200,1263345,16.849158610929436,17.263943192601236,17.460414393774485,17.516984169047273,17.408614032023397,16.576348381790627,13.443044822387181,10.887974146985776,11.279284002785072,11.457129892743557,10.242096937925186,8.891684864415316,8.217294727096897,7.770089124287837,6.850134004535525,5.503260672865784,6.584348174211005,8.311250079986653,9.610808721080005,10.961707156636571,12.301827869052321,13.643480939676682,14.89785538773716,16.07126569542493
1263345,597464,82.42471218296043,82.74018214648547,82.88961094737779,82.93263584688104,82.85021348914456,82.2172227129112,79.83414676632266,77.89085357658075,78.188469523245,78.32373259448103,77.39962302321072,76.37254905180885,75.85963260934132,75.51950440438794,74.81982022880169,73.79543769485568,74.61767325925909,75.93109161013071,76.91948832307494,77.9469322036391,78.96617894265952,79.9865911372189,80.94062240757475,81.83307531764714
1263345,1617560,26.551904409036144,27.001741208877394,27.214815610149792,27.276165929811828,27.158637753039457,26.256039794336314,22.85795001864525,20.08695787771697,20.51133617203451,20.704211292130335,19.386499496059706,17.921968092394074,17.19058723924593,16.705589613664273,15.707891807735708,14.247198194516411,15.419645203017566,17.29248248111228,18.70186297919944,20.1669218459298,21.620292196014486,23.075324399367666,24.435702321912128,25.708274064052386
1263345,1551524,17.62719222607573,17.761559062391946,17.825204662772013,17.843530082930805,17.8084242638949,17.53881708142513,16.523803252322605,15.696104301136234,15.822866648789528,15.88047869764932,15.486876472849001,15.04941904058524,14.830954629904626,14.686085209276339,14.388071578934042,13.951760499660745,14.301971943758492,14.86139087098159,15.282374656124507,15.719989642290718,16.154113253354975,16.588733262148782,16.99507991433739,17.375198746405257
1263345,1063277,16.119752096729783,16.797428314672445,17.118423516589303,17.210847374781462,17.033791939643862,15.674033975883281,10.554833794322722,6.380352127469724,7.019675272155894,7.310240388144406,5.325116123934109,3.11880907425601,2.01698856821465,1.2863427946111194,-0.21668247146308417,-2.417207914754492,-0.6509241097397656,2.1704930884289,4.293715656975785,6.5008173263358096,8.690310321268583,10.882306887359086,12.931707394049447,14.848828460130875
